id,name,sameAs,sameAsNote,validThrough,validFrom
ocd-division/country:au/state:nsw/federal_electorate:werriwa,New South Wales - Federal House of Representatives Werriwa electorate,,,,
ocd-division/country:au/state:nsw/federal_electorate:whitlam,New South Wales - Federal House of Representatives Whitlam electorate,,,,2016-02-25
ocd-division/country:au/state:nsw/sldl:albury,Albury,,,,
ocd-division/country:au/state:nsw/sldl:auburn,Auburn,,,,
ocd-division/country:au/state:nsw/sldl:badgerys_creek,Badgerys Creek,,,,
ocd-division/country:au/state:nsw/sldl:ballina,Ballina,,,,
ocd-division/country:au/state:nsw/sldl:balmain,Balmain,,,,
ocd-division/country:au/state:nsw/sldl:bankstown,Bankstown,,,,
ocd-division/country:au/state:nsw/sldl:barwon,Barwon,,,,
ocd-division/country:au/state:nsw/sldl:bathurst,Bathurst,,,,
ocd-division/country:au/state:nsw/sldl:baulkham_hills,Kellyville,ocd-division/country:au/state:nsw/sldl:kellyville,Baulkham Hills renamed to Kellyville,,
ocd-division/country:au/state:nsw/sldl:bega,Bega,,,,
ocd-division/country:au/state:nsw/sldl:blacktown,Blacktown,,,,
ocd-division/country:au/state:nsw/sldl:blue_mountains,Blue Mountains,,,,
ocd-division/country:au/state:nsw/sldl:cabramatta,Cabramatta,,,,
ocd-division/country:au/state:nsw/sldl:camden,Camden,,,,
ocd-division/country:au/state:nsw/sldl:campbelltown,Campbelltown,,,,
ocd-division/country:au/state:nsw/sldl:canterbury,Canterbury,,,,
ocd-division/country:au/state:nsw/sldl:castle_hill,Castle Hill,,,,
ocd-division/country:au/state:nsw/sldl:cessnock,Cessnock,,,,
ocd-division/country:au/state:nsw/sldl:charlestown,Charlestown,,,,
ocd-division/country:au/state:nsw/sldl:clarence,Clarence,,,,
ocd-division/country:au/state:nsw/sldl:coffs_harbour,Coffs Harbour,,,,
ocd-division/country:au/state:nsw/sldl:coogee,Coogee,,,,
ocd-division/country:au/state:nsw/sldl:cootamundra,Cootamundra,,,,
ocd-division/country:au/state:nsw/sldl:cronulla,Cronulla,,,,
ocd-division/country:au/state:nsw/sldl:davidson,Davidson,,,,
ocd-division/country:au/state:nsw/sldl:drummoyne,Drummoyne,,,,
ocd-division/country:au/state:nsw/sldl:dubbo,Dubbo,,,,
ocd-division/country:au/state:nsw/sldl:east_hills,East Hills,,,,
ocd-division/country:au/state:nsw/sldl:epping,Epping,,,,
ocd-division/country:au/state:nsw/sldl:fairfield,Fairfield,,,,
ocd-division/country:au/state:nsw/sldl:gosford,Gosford,,,,
ocd-division/country:au/state:nsw/sldl:goulburn,Goulburn,,,,
ocd-division/country:au/state:nsw/sldl:granville,Granville,,,,
ocd-division/country:au/state:nsw/sldl:hawkesbury,Hawkesbury,,,,
ocd-division/country:au/state:nsw/sldl:heathcote,Heathcote,,,,
ocd-division/country:au/state:nsw/sldl:heffron,Heffron,,,,
ocd-division/country:au/state:nsw/sldl:holsworthy,Holsworthy,,,,
ocd-division/country:au/state:nsw/sldl:hornsby,Hornsby,,,,
ocd-division/country:au/state:nsw/sldl:keira,Keira,,,,
ocd-division/country:au/state:nsw/sldl:kellyville,Kellyville,,,,
ocd-division/country:au/state:nsw/sldl:kiama,Kiama,,,,
ocd-division/country:au/state:nsw/sldl:kogarah,Kogarah,,,,
ocd-division/country:au/state:nsw/sldl:ku-ring-gai,Wahroonga,ocd-division/country:au/state:nsw/sldl:wahroonga,Ku-ring-gai renamed to Wahroonga,,
ocd-division/country:au/state:nsw/sldl:lake_macquarie,Lake Macquarie,,,,
ocd-division/country:au/state:nsw/sldl:lakemba,Lakemba,,,2023-03-25,
ocd-division/country:au/state:nsw/sldl:lane_cove,Lane Cove,,,,
ocd-division/country:au/state:nsw/sldl:leppington,Leppington,,,,2023-03-25
ocd-division/country:au/state:nsw/sldl:lismore,Lismore,,,,
ocd-division/country:au/state:nsw/sldl:liverpool,Liverpool,,,,
ocd-division/country:au/state:nsw/sldl:londonderry,Londonderry,,,,
ocd-division/country:au/state:nsw/sldl:macquarie_fields,Macquarie Fields,,,,
ocd-division/country:au/state:nsw/sldl:maitland,Maitland,,,,
ocd-division/country:au/state:nsw/sldl:manly,Manly,,,,
ocd-division/country:au/state:nsw/sldl:maroubra,Maroubra,,,,
ocd-division/country:au/state:nsw/sldl:miranda,Miranda,,,,
ocd-division/country:au/state:nsw/sldl:monaro,Monaro,,,,
ocd-division/country:au/state:nsw/sldl:mount_druitt,Mount Druitt,,,,
ocd-division/country:au/state:nsw/sldl:mulgoa,Badgerys Creek,ocd-division/country:au/state:nsw/sldl:badgerys_creek,Mulgoa renamed to Badgerys Creek,,
ocd-division/country:au/state:nsw/sldl:murray,Murray,,,,
ocd-division/country:au/state:nsw/sldl:myall_lakes,Myall Lakes,,,,
ocd-division/country:au/state:nsw/sldl:newcastle,Newcastle,,,,
ocd-division/country:au/state:nsw/sldl:newtown,Newtown,,,,
ocd-division/country:au/state:nsw/sldl:north_shore,North Shore,,,,
ocd-division/country:au/state:nsw/sldl:northern_tablelands,Northern Tablelands,,,,
ocd-division/country:au/state:nsw/sldl:oatley,Oatley,,,,
ocd-division/country:au/state:nsw/sldl:orange,Orange,,,,
ocd-division/country:au/state:nsw/sldl:oxley,Oxley,,,,
ocd-division/country:au/state:nsw/sldl:parramatta,Parramatta,,,,
ocd-division/country:au/state:nsw/sldl:penrith,Penrith,,,,
ocd-division/country:au/state:nsw/sldl:pittwater,Pittwater,,,,
ocd-division/country:au/state:nsw/sldl:port_macquarie,Port Macquarie,,,,
ocd-division/country:au/state:nsw/sldl:port_stephens,Port Stephens,,,,
ocd-division/country:au/state:nsw/sldl:prospect,Prospect,,,,
ocd-division/country:au/state:nsw/sldl:riverstone,Riverstone,,,,
ocd-division/country:au/state:nsw/sldl:rockdale,Rockdale,,,,
ocd-division/country:au/state:nsw/sldl:ryde,Ryde,,,,
ocd-division/country:au/state:nsw/sldl:seven_hills,Winston Hills,ocd-division/country:au/state:nsw/sldl:winston_hills,Seven Hills renamed to Winston Hills,,
ocd-division/country:au/state:nsw/sldl:shellharbour,Shellharbour,,,,
ocd-division/country:au/state:nsw/sldl:south_coast,South Coast,,,,
ocd-division/country:au/state:nsw/sldl:strathfield,Strathfield,,,,
ocd-division/country:au/state:nsw/sldl:summer_hill,Summer Hill,,,,
ocd-division/country:au/state:nsw/sldl:swansea,Swansea,,,,
ocd-division/country:au/state:nsw/sldl:sydney,Sydney,,,,
ocd-division/country:au/state:nsw/sldl:tamworth,Tamworth,,,,
ocd-division/country:au/state:nsw/sldl:terrigal,Terrigal,,,,
ocd-division/country:au/state:nsw/sldl:the_entrance,The Entrance,,,,
ocd-division/country:au/state:nsw/sldl:tweed,Tweed,,,,
ocd-division/country:au/state:nsw/sldl:upper_hunter,Upper Hunter,,,,
ocd-division/country:au/state:nsw/sldl:vaucluse,Vaucluse,,,,
ocd-division/country:au/state:nsw/sldl:wagga_wagga,Wagga Wagga,,,,
ocd-division/country:au/state:nsw/sldl:wahroonga,Wahroonga,,,,
ocd-division/country:au/state:nsw/sldl:wakehurst,Wakehurst,,,,
ocd-division/country:au/state:nsw/sldl:wallsend,Wallsend,,,,
ocd-division/country:au/state:nsw/sldl:willoughby,Willoughby,,,,
ocd-division/country:au/state:nsw/sldl:winston_hills,Winston Hills,,,,
ocd-division/country:au/state:nsw/sldl:wollondilly,Wollondilly,,,,
ocd-division/country:au/state:nsw/sldl:wollongong,Wollongong,,,,
ocd-division/country:au/state:nsw/sldl:wyong,Wyong,,,,
ocd-division/country:au/state:qld,Queensland,,,,
ocd-division/country:au/state:qld/federal_electorate:blair,Queensland - Federal House of Representatives Blair electorate,,,,
ocd-division/country:au/state:qld/federal_electorate:bonner,Queensland - Federal House of Representatives Bonner electorate,,,,
ocd-division/country:au/state:qld/federal_electorate:bowman,Queensland - Federal House of Representatives Bowman electorate,,,,
ocd-division/country:au/state:qld/federal_electorate:brisbane,Queensland - Federal House of Representatives Brisbane electorate,,,,
ocd-division/country:au/state:qld/federal_electorate:capricornia,Queensland - Federal House of Representatives Capricornia electorate,,,,
ocd-division/country:au/state:qld/federal_electorate:dawson,Queensland - Federal House of Representatives Dawson electorate,,,,
ocd-division/country:au/state:qld/federal_electorate:dickson,Queensland - Federal House of Representatives Dickson electorate,,,,
ocd-division/country:au/state:qld/federal_electorate:fadden,Queensland - Federal House of Representatives Fadden electorate,,,,
ocd-division/country:au/state:qld/federal_electorate:fairfax,Queensland - Federal House of Representatives Fairfax electorate,,,,
ocd-division/country:au/state:qld/federal_electorate:fisher,Queensland - Federal House of Representatives Fisher electorate,,,,
ocd-division/country:au/state:qld/federal_electorate:flynn,Queensland - Federal House of Representatives Flynn electorate,,,,
ocd-division/country:au/state:qld/federal_electorate:forde,Queensland - Federal House of Representatives Forde electorate,,,,
ocd-division/country:au/state:qld/federal_electorate:griffith,Queensland - Federal House of Representatives Griffith electorate,,,,
ocd-division/country:au/state:qld/federal_electorate:groom,Queensland - Federal House of Representatives Groom electorate,,,,
ocd-division/country:au/state:qld/federal_electorate:herbert,Queensland - Federal House of Representatives Herbert electorate,,,,
ocd-division/country:au/state:qld/federal_electorate:hinkler,Queensland - Federal House of Representatives Hinkler electorate,,,,
ocd-division/country:au/state:qld/federal_electorate:kennedy,Queensland - Federal House of Representatives Kennedy electorate,,,,
ocd-division/country:au/state:qld/federal_electorate:leichhardt,Queensland - Federal House of Representatives Leichhardt electorate,,,,
ocd-division/country:au/state:qld/federal_electorate:lilley,Queensland - Federal House of Representatives Lilley electorate,,,,
ocd-division/country:au/state:qld/federal_electorate:longman,Queensland - Federal House of Representatives Longman electorate,,,,
ocd-division/country:au/state:qld/federal_electorate:maranoa,Queensland - Federal House of Representatives Maranoa electorate,,,,
ocd-division/country:au/state:qld/federal_electorate:mcpherson,Queensland - Federal House of Representatives McPherson electorate,,,,
ocd-division/country:au/state:qld/federal_electorate:moncrieff,Queensland - Federal House of Representatives Moncrieff electorate,,,,
ocd-division/country:au/state:qld/federal_electorate:moreton,Queensland - Federal House of Representatives Moreton electorate,,,,
ocd-division/country:au/state:qld/federal_electorate:oxley,Queensland - Federal House of Representatives Oxley electorate,,,,
ocd-division/country:au/state:qld/federal_electorate:petrie,Queensland - Federal House of Representatives Petrie electorate,,,,
ocd-division/country:au/state:qld/federal_electorate:rankin,Queensland - Federal House of Representatives Rankin electorate,,,,
ocd-division/country:au/state:qld/federal_electorate:ryan,Queensland - Federal House of Representatives Ryan electorate,,,,
ocd-division/country:au/state:qld/federal_electorate:wide_bay,Queensland - Federal House of Representatives Wide Bay electorate,,,,
ocd-division/country:au/state:qld/federal_electorate:wright,Queensland - Federal House of Representatives Wright electorate,,,,
ocd-division/country:au/state:qld/sldl:algester,Algester,,,,
ocd-division/country:au/state:qld/sldl:aspley,Aspley,,,,
ocd-division/country:au/state:qld/sldl:bancroft,Bancroft,,,,
ocd-division/country:au/state:qld/sldl:barron_river,Barron River,,,,
ocd-division/country:au/state:qld/sldl:bonney,Bonney,,,,
ocd-division/country:au/state:qld/sldl:broadwater,Broadwater,,,,
ocd-division/country:au/state:qld/sldl:buderim,Buderim,,,,
ocd-division/country:au/state:qld/sldl:bulimba,Bulimba,,,,
ocd-division/country:au/state:qld/sldl:bundaberg,Bundaberg,,,,
ocd-division/country:au/state:qld/sldl:bundamba,Bundamba,,,,
ocd-division/country:au/state:qld/sldl:burdekin,Burdekin,,,,
ocd-division/country:au/state:qld/sldl:burleigh,Burleigh,,,,
ocd-division/country:au/state:qld/sldl:burnett,Burnett,,,,
ocd-division/country:au/state:qld/sldl:cairns,Cairns,,,,
ocd-division/country:au/state:qld/sldl:callide,Callide,,,,
ocd-division/country:au/state:qld/sldl:caloundra,Caloundra,,,,
ocd-division/country:au/state:qld/sldl:capalaba,Capalaba,,,,
ocd-division/country:au/state:qld/sldl:chatsworth,Chatsworth,,,,
ocd-division/country:au/state:qld/sldl:clayfield,Clayfield,,,,
ocd-division/country:au/state:qld/sldl:condamine,Condamine,,,,
ocd-division/country:au/state:qld/sldl:cook,Cook,,,,
ocd-division/country:au/state:qld/sldl:coomera,Coomera,,,,
ocd-division/country:au/state:qld/sldl:cooper,Cooper,,,,
ocd-division/country:au/state:qld/sldl:currumbin,Currumbin,,,,
ocd-division/country:au/state:qld/sldl:everton,Everton,,,,
ocd-division/country:au/state:qld/sldl:ferny_grove,Ferny Grove,,,,
ocd-division/country:au/state:qld/sldl:gaven,Gaven,,,,
ocd-division/country:au/state:qld/sldl:gladstone,Gladstone,,,,
ocd-division/country:au/state:qld/sldl:glass_house,Glass House,,,,
ocd-division/country:au/state:qld/sldl:greenslopes,Greenslopes,,,,
ocd-division/country:au/state:qld/sldl:gregory,Gregory,,,,
ocd-division/country:au/state:qld/sldl:gympie,Gympie,,,,
ocd-division/country:au/state:qld/sldl:hervey_bay,Hervey Bay,,,,
ocd-division/country:au/state:qld/sldl:hill,Hill,,,,
ocd-division/country:au/state:qld/sldl:hinchinbrook,Hinchinbrook,,,,
ocd-division/country:au/state:qld/sldl:inala,Inala,,,,
ocd-division/country:au/state:qld/sldl:ipswich,Ipswich,,,,
ocd-division/country:au/state:qld/sldl:ipswich_west,Ipswich West,,,,
ocd-division/country:au/state:qld/sldl:jordan,Jordan,,,,
ocd-division/country:au/state:qld/sldl:kawana,Kawana,,,,
ocd-division/country:au/state:qld/sldl:keppel,Keppel,,,,
ocd-division/country:au/state:qld/sldl:kurwongbah,Kurwongbah,,,,
ocd-division/country:au/state:qld/sldl:lockyer,Lockyer,,,,
ocd-division/country:au/state:qld/sldl:logan,Logan,,,,
ocd-division/country:au/state:qld/sldl:lytton,Lytton,,,,
ocd-division/country:au/state:qld/sldl:macalister,Macalister,,,,
ocd-division/country:au/state:qld/sldl:mackay,Mackay,,,,
ocd-division/country:au/state:qld/sldl:maiwar,Maiwar,,,,
ocd-division/country:au/state:qld/sldl:mansfield,Mansfield,,,,
ocd-division/country:au/state:qld/sldl:maroochydore,Maroochydore,,,,
ocd-division/country:au/state:qld/sldl:maryborough,Maryborough,,,,
ocd-division/country:au/state:qld/sldl:mcconnel,McConnel,,,,
ocd-division/country:au/state:qld/sldl:mermaid_beach,Mermaid Beach,,,,
ocd-division/country:au/state:qld/sldl:miller,Miller,,,,
ocd-division/country:au/state:qld/sldl:mirani,Mirani,,,,
ocd-division/country:au/state:qld/sldl:moggill,Moggill,,,,
ocd-division/country:au/state:qld/sldl:morayfield,Morayfield,,,,
ocd-division/country:au/state:qld/sldl:mount_ommaney,Mount Ommaney,,,,
ocd-division/country:au/state:qld/sldl:mudgeeraba,Mudgeeraba,,,,
ocd-division/country:au/state:qld/sldl:mulgrave,Mulgrave,,,,
ocd-division/country:au/state:qld/sldl:mundingburra,Mundingburra,,,,
ocd-division/country:au/state:qld/sldl:murrumba,Murrumba,,,,
ocd-division/country:au/state:qld/sldl:nanango,Nanango,,,,
ocd-division/country:au/state:qld/sldl:nicklin,Nicklin,,,,
ocd-division/country:au/state:qld/sldl:ninderry,Ninderry,,,,
ocd-division/country:au/state:qld/sldl:noosa,Noosa,,,,
ocd-division/country:au/state:qld/sldl:nudgee,Nudgee,,,,
ocd-division/country:au/state:qld/sldl:oodgeroo,Oodgeroo,,,,
ocd-division/country:au/state:qld/sldl:pine_rivers,Pine Rivers,,,,
ocd-division/country:au/state:qld/sldl:pumicestone,Pumicestone,,,,
ocd-division/country:au/state:qld/sldl:redcliffe,Redcliffe,,,,
ocd-division/country:au/state:qld/sldl:redlands,Redlands,,,,
ocd-division/country:au/state:qld/sldl:rockhampton,Rockhampton,,,,
ocd-division/country:au/state:qld/sldl:sandgate,Sandgate,,,,
ocd-division/country:au/state:qld/sldl:scenic_rim,Scenic Rim,,,,
ocd-division/country:au/state:qld/sldl:south_brisbane,South Brisbane,,,,
ocd-division/country:au/state:qld/sldl:southern_downs,Southern Downs,,,,
ocd-division/country:au/state:qld/sldl:southport,Southport,,,,
ocd-division/country:au/state:qld/sldl:springwood,Springwood,,,,
ocd-division/country:au/state:qld/sldl:stafford,Stafford,,,,
ocd-division/country:au/state:qld/sldl:stretton,Stretton,,,,
ocd-division/country:au/state:qld/sldl:surfers_paradise,Surfers Paradise,,,,
ocd-division/country:au/state:qld/sldl:theodore,Theodore,,,,
ocd-division/country:au/state:qld/sldl:thuringowa,Thuringowa,,,,
ocd-division/country:au/state:qld/sldl:toohey,Toohey,,,,
ocd-division/country:au/state:qld/sldl:toowoomba_north,Toowoomba North,,,,
ocd-division/country:au/state:qld/sldl:toowoomba_south,Toowoomba South,,,,
ocd-division/country:au/state:qld/sldl:townsville,Townsville,,,,
ocd-division/country:au/state:qld/sldl:traeger,Traeger,,,,
ocd-division/country:au/state:qld/sldl:warrego,Warrego,,,,
ocd-division/country:au/state:qld/sldl:waterford,Waterford,,,,
ocd-division/country:au/state:qld/sldl:whitsunday,Whitsunday,,,,
ocd-division/country:au/state:qld/sldl:woodridge,Woodridge,,,,
ocd-division/country:au/state:sa,South Australia,,,,
ocd-division/country:au/state:sa/federal_electorate:adelaide,South Australia - Federal House of Representatives Adelaide electorate,,,,
ocd-division/country:au/state:sa/federal_electorate:barker,South Australia - Federal House of Representatives Barker electorate,,,,
ocd-division/country:au/state:sa/federal_electorate:boothby,South Australia - Federal House of Representatives Boothby electorate,,,,
ocd-division/country:au/state:sa/federal_electorate:grey,South Australia - Federal House of Representatives Grey electorate,,,,
ocd-division/country:au/state:sa/federal_electorate:hindmarsh,South Australia - Federal House of Representatives Hindmarsh electorate,,,,
ocd-division/country:au/state:sa/federal_electorate:kingston,South Australia - Federal House of Representatives Kingston electorate,,,,
ocd-division/country:au/state:sa/federal_electorate:makin,South Australia - Federal House of Representatives Makin electorate,,,,
ocd-division/country:au/state:sa/federal_electorate:mayo,South Australia - Federal House of Representatives Mayo electorate,,,,
ocd-division/country:au/state:sa/federal_electorate:port_adelaide,South Australia - Federal House of Representatives Port Adelaide electorate,,,2018-07-19,
ocd-division/country:au/state:sa/federal_electorate:spence,South Australia - Federal House of Representatives Spence electorate,,,,2018-07-20
ocd-division/country:au/state:sa/federal_electorate:sturt,South Australia - Federal House of Representatives Sturt electorate,,,,
ocd-division/country:au/state:sa/federal_electorate:wakefield,South Australia - Federal House of Representatives Wakefield electorate,,,2018-07-19,
ocd-division/country:au/state:sa/sldl:adelaide,Adelaide,,,,
ocd-division/country:au/state:sa/sldl:badcoe,Badcoe,,,,
ocd-division/country:au/state:sa/sldl:black,Black,,,,
ocd-division/country:au/state:sa/sldl:bragg,Bragg,,,,
ocd-division/country:au/state:sa/sldl:chaffey,Chaffey,,,,
ocd-division/country:au/state:sa/sldl:cheltenham,Cheltenham,,,,
ocd-division/country:au/state:sa/sldl:colton,Colton,,,,
ocd-division/country:au/state:sa/sldl:croydon,Croydon,,,,
ocd-division/country:au/state:sa/sldl:davenport,Davenport,,,,
ocd-division/country:au/state:sa/sldl:dunstan,Dunstan,,,,
ocd-division/country:au/state:sa/sldl:elder,Elder,,,,
ocd-division/country:au/state:sa/sldl:elizabeth,Elizabeth,,,,
ocd-division/country:au/state:sa/sldl:enfield,Enfield,,,,
ocd-division/country:au/state:sa/sldl:finniss,Finniss,,,,
ocd-division/country:au/state:sa/sldl:flinders,Flinders,,,,
ocd-division/country:au/state:sa/sldl:florey,Florey,,,,
ocd-division/country:au/state:sa/sldl:frome,Frome,,,,
ocd-division/country:au/state:sa/sldl:gibson,Gibson,,,,
ocd-division/country:au/state:sa/sldl:giles,Giles,,,,
ocd-division/country:au/state:sa/sldl:hammond,Hammond,,,,
ocd-division/country:au/state:sa/sldl:hartley,Hartley,,,,
ocd-division/country:au/state:sa/sldl:heysen,Heysen,,,,
ocd-division/country:au/state:sa/sldl:hurtle_vale,Hurtle Vale,,,,
ocd-division/country:au/state:sa/sldl:kaurna,Kaurna,,,,
ocd-division/country:au/state:sa/sldl:kavel,Kavel,,,,
ocd-division/country:au/state:sa/sldl:king,King,,,,
ocd-division/country:au/state:sa/sldl:lee,Lee,,,,
ocd-division/country:au/state:sa/sldl:light,Light,,,,
ocd-division/country:au/state:sa/sldl:mackillop,MacKillop,,,,
ocd-division/country:au/state:sa/sldl:mawson,Mawson,,,,
ocd-division/country:au/state:sa/sldl:morialta,Morialta,,,,
ocd-division/country:au/state:sa/sldl:morphett,Morphett,,,,
ocd-division/country:au/state:sa/sldl:mount_gambier,Mount Gambier,,,,
ocd-division/country:au/state:sa/sldl:narungga,Narungga,,,,
ocd-division/country:au/state:sa/sldl:newland,Newland,,,,
ocd-division/country:au/state:sa/sldl:playford,Playford,,,,
ocd-division/country:au/state:sa/sldl:port_adelaide,Port Adelaide,,,,
ocd-division/country:au/state:sa/sldl:ramsay,Ramsay,,,,
ocd-division/country:au/state:sa/sldl:reynell,Reynell,,,,
ocd-division/country:au/state:sa/sldl:schubert,Schubert,,,,
ocd-division/country:au/state:sa/sldl:stuart,Stuart,,,,
ocd-division/country:au/state:sa/sldl:taylor,Taylor,,,,
ocd-division/country:au/state:sa/sldl:torrens,Torrens,,,,
ocd-division/country:au/state:sa/sldl:unley,Unley,,,,
ocd-division/country:au/state:sa/sldl:waite,Waite,,,,
ocd-division/country:au/state:sa/sldl:west_torrens,West Torrens,,,,
ocd-division/country:au/state:sa/sldl:wright,Wright,,,,
ocd-division/country:au/state:tas,Tasmania,,,,
ocd-division/country:au/state:tas/federal_electorate:bass,Tasmania - Federal House of Representatives Bass electorate,,,,
ocd-division/country:au/state:tas/federal_electorate:braddon,Tasmania - Federal House of Representatives Braddon electorate,,,,
ocd-division/country:au/state:tas/federal_electorate:clark,Tasmania - Federal House of Representatives Clark electorate,,,,2017-11-14
ocd-division/country:au/state:tas/federal_electorate:denison,Tasmania - Federal House of Representatives Denison electorate,,,2017-11-13,
ocd-division/country:au/state:tas/federal_electorate:franklin,Tasmania - Federal House of Representatives Franklin electorate,,,,
ocd-division/country:au/state:tas/federal_electorate:lyons,Tasmania - Federal House of Representatives Lyons electorate,,,,
ocd-division/country:au/state:tas/sldl:bass,Bass,,,,
ocd-division/country:au/state:tas/sldl:braddon,Braddon,,,,
ocd-division/country:au/state:tas/sldl:clark,Clark,,,,
ocd-division/country:au/state:tas/sldl:franklin,Franklin,,,,
ocd-division/country:au/state:tas/sldl:lyons,Lyons,,,,
ocd-division/country:au/state:tas/sldu:derwent,Derwent,,,,
ocd-division/country:au/state:tas/sldu:elwick,Elwick,,,,
ocd-division/country:au/state:tas/sldu:hobart,Hobart,,,,
ocd-division/country:au/state:tas/sldu:huon,Huon,,,,
