ocd-division/country:us/state:al/county:autauga/precinct:10,Autauga County Precinct 10
ocd-division/country:us/state:al/county:autauga/precinct:20,Autauga County Precinct 20
ocd-division/country:us/state:al/county:autauga/precinct:30,Autauga County Precinct 30
ocd-division/country:us/state:al/county:autauga/precinct:40,Autauga County Precinct 40
ocd-division/country:us/state:al/county:autauga/precinct:50,Autauga County Precinct 50
ocd-division/country:us/state:al/county:autauga/precinct:60,Autauga County Precinct 60
ocd-division/country:us/state:al/county:autauga/precinct:70,Autauga County Precinct 70
ocd-division/country:us/state:al/county:autauga/precinct:80,Autauga County Precinct 80
ocd-division/country:us/state:al/county:autauga/precinct:90,Autauga County Precinct 90
ocd-division/country:us/state:al/county:autauga/precinct:100,Autauga County Precinct 100
ocd-division/country:us/state:al/county:autauga/precinct:110,Autauga County Precinct 110
ocd-division/country:us/state:al/county:autauga/precinct:130,Autauga County Precinct 130
ocd-division/country:us/state:al/county:autauga/precinct:140,Autauga County Precinct 140
ocd-division/country:us/state:al/county:autauga/precinct:150,Autauga County Precinct 150
ocd-division/country:us/state:al/county:autauga/precinct:160,Autauga County Precinct 160
ocd-division/country:us/state:al/county:autauga/precinct:170,Autauga County Precinct 170
ocd-division/country:us/state:al/county:autauga/precinct:180,Autauga County Precinct 180
ocd-division/country:us/state:al/county:autauga/precinct:220,Autauga County Precinct 220
ocd-division/country:us/state:al/county:baldwin/precinct:10,Baldwin County Precinct 10
ocd-division/country:us/state:al/county:baldwin/precinct:20,Baldwin County Precinct 20
ocd-division/country:us/state:al/county:baldwin/precinct:30,Baldwin County Precinct 30
ocd-division/country:us/state:al/county:baldwin/precinct:40,Baldwin County Precinct 40
ocd-division/country:us/state:al/county:baldwin/precinct:50,Baldwin County Precinct 50
ocd-division/country:us/state:al/county:baldwin/precinct:60,Baldwin County Precinct 60
ocd-division/country:us/state:al/county:baldwin/precinct:71,Baldwin County Precinct 71
ocd-division/country:us/state:al/county:baldwin/precinct:80,Baldwin County Precinct 80
ocd-division/country:us/state:al/county:baldwin/precinct:90,Baldwin County Precinct 90
ocd-division/country:us/state:al/county:baldwin/precinct:110,Baldwin County Precinct 110
ocd-division/country:us/state:al/county:baldwin/precinct:120,Baldwin County Precinct 120
ocd-division/country:us/state:al/county:baldwin/precinct:130,Baldwin County Precinct 130
ocd-division/country:us/state:al/county:baldwin/precinct:140,Baldwin County Precinct 140
ocd-division/country:us/state:al/county:baldwin/precinct:150,Baldwin County Precinct 150
ocd-division/country:us/state:al/county:baldwin/precinct:160,Baldwin County Precinct 160
ocd-division/country:us/state:al/county:baldwin/precinct:170,Baldwin County Precinct 170
ocd-division/country:us/state:al/county:baldwin/precinct:180,Baldwin County Precinct 180
ocd-division/country:us/state:al/county:baldwin/precinct:190,Baldwin County Precinct 190
ocd-division/country:us/state:al/county:baldwin/precinct:210,Baldwin County Precinct 210
ocd-division/country:us/state:al/county:baldwin/precinct:220,Baldwin County Precinct 220
ocd-division/country:us/state:al/county:baldwin/precinct:230,Baldwin County Precinct 230
ocd-division/country:us/state:al/county:baldwin/precinct:240,Baldwin County Precinct 240
ocd-division/country:us/state:al/county:baldwin/precinct:250,Baldwin County Precinct 250
ocd-division/country:us/state:al/county:baldwin/precinct:260,Baldwin County Precinct 260
ocd-division/country:us/state:al/county:baldwin/precinct:270,Baldwin County Precinct 270
ocd-division/country:us/state:al/county:baldwin/precinct:280,Baldwin County Precinct 280
ocd-division/country:us/state:al/county:baldwin/precinct:290,Baldwin County Precinct 290
ocd-division/country:us/state:al/county:baldwin/precinct:300,Baldwin County Precinct 300
ocd-division/country:us/state:al/county:baldwin/precinct:310,Baldwin County Precinct 310
ocd-division/country:us/state:al/county:baldwin/precinct:320,Baldwin County Precinct 320
ocd-division/country:us/state:al/county:baldwin/precinct:330,Baldwin County Precinct 330
ocd-division/country:us/state:al/county:baldwin/precinct:340,Baldwin County Precinct 340
ocd-division/country:us/state:al/county:baldwin/precinct:360,Baldwin County Precinct 360
ocd-division/country:us/state:al/county:baldwin/precinct:370,Baldwin County Precinct 370
ocd-division/country:us/state:al/county:baldwin/precinct:380,Baldwin County Precinct 380
